accel_x_kf_mean,accel_x_kf_std,accel_x_kf_rms,accel_x_kf_skew,accel_y_kf_mean,accel_y_kf_std,accel_y_kf_rms,accel_y_kf_skew,accel_z_kf_mean,accel_z_kf_std,accel_z_kf_rms,accel_z_kf_skew,yaw_mean,yaw_std,yaw_rms,yaw_skew,speed_mean,speed_std,speed_rms,speed_skew,yaw_range,speed_range,harsh_accel_count,harsh_brake_count,harsh_turn_count,jerk_x_mean,jerk_y_mean,jerk_z_mean,lat_long_ratio,brake_accel_ratio,driver_id,behavior,road,trip_folder
-0.02339,0.035714113456727446,0.04269180249181334,0.9605272116056479,-0.16025000000000003,0.13568458829211225,0.20997707017672193,1.2409232541918056,-0.05490000000000001,0.04936729686746075,0.07383183595170852,-0.2066289252174922,-0.7835599999999999,0.13846315899906372,0.7956998931758129,1.897721357947468,80.10560747663551,16.64149665873621,81.81593830204193,-3.3996543899253395,0.485,87.18776970116534,0,0,0,0.020535353535353535,0.015676767676767678,0.009090909090909092,0.18074247117972678,0.0,D1,Normal,MOTORWAY,20151111123124-25km-D1-NORMAL-MOTORWAY
-0.00945,0.03440098109066077,0.03567534162415267,-0.7010941696806444,-0.04215,0.07384150255784346,0.0850246434864622,-1.558706489011054,-0.025099999999999997,0.03714417854792323,0.04482967767004354,-1.1823505362525724,-0.89189,0.012087096425527523,0.8919718997816021,0.21939888587772613,85.1963179877697,1.1222822216468114,85.20370952052612,0.4540830873294007,0.051000000000000045,3.097173185646696,0,0,0,0.024909090909090912,0.013959595959595958,0.009808080808080807,0.5484915974893704,0.0,D1,Normal,MOTORWAY,20151111123124-25km-D1-NORMAL-MOTORWAY
-0.010409999999999999,0.019429922799640766,0.022042912693199145,0.8734911372008524,-0.005529999999999999,0.024149308478712182,0.024774381929727328,1.1966765186461266,-0.0041,0.01706956355622486,0.017555056251689995,0.3809167844517547,-0.8247800000000001,0.05933356217184335,0.8269114341935296,0.5971726913049257,93.54832906426677,4.654945459189411,93.66407202307812,-0.5857787781020374,0.17400000000000004,16.1418599284643,0,0,0,0.016121212121212123,0.010494949494949495,0.008353535353535353,0.8983223182511442,0.0,D1,Normal,MOTORWAY,20151111123124-25km-D1-NORMAL-MOTORWAY
-0.007519999999999999,0.021462749124937373,0.022742031571519727,-0.4373126838389232,0.0002800000000000001,0.03017849565501899,0.030179794565238515,0.930762620653531,0.0075200000000000015,0.01919452005130631,0.020615043051131376,0.652423721092939,-0.5640800000000001,0.06541952002269659,0.5678608632402835,-0.5673798786451074,104.84953201799928,1.7265036949812862,104.86374578185851,-0.6397034798040948,0.24599999999999994,6.543336794738664,0,0,0,0.01639393939393939,0.009363636363636364,0.006525252525252525,0.7558849171752398,0.0,D1,Normal,MOTORWAY,20151111123124-25km-D1-NORMAL-MOTORWAY
-0.005389999999999999,0.016971090124090437,0.017806459502102037,-0.3357236521676737,0.0031800000000000005,0.016669961007752837,0.01697056274847714,0.18142200948195142,-0.0030000000000000005,0.01693221781102523,0.01719592975096142,-0.45587704479465435,-0.39576,0.032764346476009565,0.39711393830990116,-0.3261122026682996,112.02788635052498,3.569558388699974,112.08474056380949,-0.2585199207265369,0.10600000000000004,10.528879658474679,0,0,0,0.013969696969696967,0.007808080808080809,0.005686868686868687,1.0183553597650516,0.0,D1,Normal,MOTORWAY,20151111123124-25km-D1-NORMAL-MOTORWAY
-0.00636,0.02687880949744613,0.027621006498677773,0.9090531725556554,0.0031399999999999996,0.03236541981807126,0.032517379968256974,-0.3026035725069288,0.0015900000000000003,0.01938406304158135,0.019449164506476883,0.5040364528434357,-0.42782000000000003,0.054665597957033275,0.4312983654038118,-0.2410001982504128,117.89196077073959,0.8115490134730865,117.89475402311535,0.08845123941856863,0.16300000000000003,2.6505826698973323,0,0,0,0.020050505050505048,0.010717171717171714,0.006747474747474749,0.7703595011005138,0.0,D1,Normal,MOTORWAY,20151111123124-25km-D1-NORMAL-MOTORWAY
-0.00909,0.01644815795157622,0.018792817777012583,-0.3314361416958939,-0.0014299999999999998,0.022466087776913897,0.022511552589726015,-0.5046454707146718,-0.00417,0.009896519590239792,0.010739180601889513,0.047463130517689904,-0.57914,0.020278569969305014,0.5794949180105035,1.4887843147400448,115.67417491634937,1.2987946644717,115.68146614803362,-0.9198090872607279,0.07499999999999996,4.285589015807076,0,0,0,0.0141010101010101,0.009090909090909092,0.0042020202020202025,0.8029883785279469,0.0,D1,Normal,MOTORWAY,20151111123124-25km-D1-NORMAL-MOTORWAY
-0.00998,0.019208321113517442,0.021646246787838302,-0.15887153586241523,0.006900000000000001,0.020088056152848636,0.0212400564971,0.35705556436246455,1.9999999999999985e-05,0.012488378597720362,0.01248839461259933,-0.9592207942027987,-0.5993299999999999,0.005933051491433397,0.599359366323744,-2.146349558239616,111.13830171916463,1.8033838381299365,111.15293204539277,0.005152292502169333,0.030000000000000027,4.672585669781924,0,0,0,0.017838383838383837,0.009454545454545453,0.00605050505050505,1.0763636363636364,0.0,D1,Normal,MOTORWAY,20151111123124-25km-D1-NORMAL-MOTORWAY
-0.00755,0.02631059672451387,0.02737243138634199,0.28809183577706315,0.00065,0.02478522745507896,0.024793749212251057,-0.7011229967880316,0.0001800000000000001,0.01241722996485126,0.012418534535121284,-0.03462223362204076,-0.59556,0.01012553208478449,0.5956460694069928,-1.5159117197598462,110.46246867428177,2.097191990200877,110.48237506435332,-0.2213779395375779,0.03600000000000003,6.159236183223712,0,0,0,0.024313131313131318,0.013272727272727273,0.005525252525252526,1.1481859989780276,0.0,D1,Normal,MOTORWAY,20151111123124-25km-D1-NORMAL-MOTORWAY
-0.010439999999999998,0.022115750043803624,0.024456083087853627,-0.6752153858592983,0.00274,0.034410643702203536,0.03451955967274206,0.9005086743317536,0.00201,0.017980820337237118,0.018092816253972185,0.36608164575885616,-0.5871,0.017069563556224857,0.5873480909988555,0.19629244417046074,114.02324922118382,0.6624089626240863,114.02517331094023,-0.9341336391474011,0.06599999999999995,2.1728279681551044,0,0,0,0.021939393939393936,0.01219191919191919,0.005757575757575758,0.7313915857605175,0.0,D1,Normal,MOTORWAY,20151111123124-25km-D1-NORMAL-MOTORWAY
